sample_id,pilot_group,metric,language,subject,original_human_score,qwen_score,deepseek_score,calibrated_score,recommended_training_use,sample_weight,calibration_source,calibration_confidence,codex_top80_direct_review,target_issue_flag,calibration_note,calibrated_reason_preview
8a7b6cad6bb59eda2ee12ec90a7150af7029cf77,train_high_disagreement_protection,"Motivation, Guidance & Positive Feedback",en,Geography,4,3,2,3,review_only,0.25,codex_top80_conservative_median,medium,True,False,High-conflict sample inspected in the Codex top-conflict pass; final score uses conservative median and should not be high-weight training data.,"The evaluator output provides correct factual correction and some guidance (review the map, double-check locations), but the tone is neutral and instructional rather than supportive or encouraging. It lacks positive reinforcement or motivational language, and "
82d14da6c87d1d674e2b7ff0ee20acbe312797e5,train_high_disagreement_protection,Error Identification & Correction Precision,en,Geography,5,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output precisely identified the student's error (answering True instead of False), provided the correct answer (False), and gave a clear, accurate explanation that the Andes Mountains are in South America, not North America. The personalized feed"
b1af5e0cab310e92597c1dbe33423020d771aeb3,train_high_disagreement_protection,Content Relevance & Scope Control,en,Geography,5,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output is highly relevant to the geography question about the Andes Mountains. It correctly identifies the student's answer as wrong, provides accurate scoring details explaining that the Andes are in South America, and offers personalized feedba"
131797f974b039a303f85e62bde66f7f8dffe4bc,train_high_disagreement_protection,Basic Factual Accuracy,en,Basic Medicine,5,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output correctly identifies the student's answer as true, provides an accurate explanation of hepatic regeneration, and offers personalized feedback with a factually correct detail about the liver regenerating up to 75% of its mass. All stated fa"
9f01d326636e7c3a7474f87252477c04a1d4c368,train_high_disagreement_protection,Error Identification & Correction Precision,en,Biology,5,2,4,4,review_only,0.25,codex_top80_conservative_median,low,True,False,High-conflict sample inspected in the Codex top-conflict pass; final score uses conservative median and should not be high-weight training data.,"The evaluator correctly identifies no factual errors in the student answer, but it makes a minor mistake in its improvement suggestion: it advises adding a brief introduction, which the student already provided. This lessens the optimality of the advice, preve"
d7376dce5d461d3276c81d4462dea67f4f6ac9f2,train_high_disagreement_protection,"Motivation, Guidance & Positive Feedback",zh,History,5,4,5,5,high_weight,2.0,human_deepseek_agreement,high,False,False,Original human score agrees with DeepSeek; Qwen is de-weighted by conflict or lower reliability.,"The feedback consistently uses encouraging and positive language, acknowledges the student's strengths, and provides specific, constructive suggestions for improvement without directly giving the answer, embodying strong motivation and effective heuristic guid"
1ed8673a0b565be508367b6627587dd6371b268a,train_high_disagreement_protection,Instruction Following & Task Completion,en,Mathematics,5,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output precisely follows all instructions: it provides a Score, Scoring Details, and Personalized Feedback in valid JSON format. The correctness assessment is accurate (the student's answer 'True' is correct for Euclidean geometry), the scoring d"
e66f25998d347319cb68a725993876e906b63f5e,train_high_disagreement_protection,Content Relevance & Scope Control,en,Geography,5,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output is highly relevant to the geography question about the Andes Mountains. It correctly identifies the student's answer as wrong, provides the correct answer (False), explains that the Andes are in South America with specific country examples"
5f27d9555a40c573edac21732500294d2d1fd559,train_high_disagreement_protection,"Motivation, Guidance & Positive Feedback",en,Psychology,4,4,5,4,high_weight,2.0,human_qwen_agreement,high,False,False,Original human score agrees with Qwen; DeepSeek is de-weighted by conflict or lower reliability.,"The evaluator output provides generally supportive and constructive feedback with positive language (e.g., 'Your answer correctly identifies...'). It offers useful heuristic guidance by suggesting specific additions like norepinephrine, GABA, and details on SS"
118543b6ffd1f0b7fc57b078ffd51c77f796b610,train_high_disagreement_protection,Content Relevance & Scope Control,en,Geography,5,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output is highly relevant to the geography question about the Andes Mountains. It correctly identifies the student's answer as incorrect, provides accurate geographical information (Andes are in South America, listing relevant countries), and off"
23c4c8e8e32e557e51ae3626b4998260c58eb792,train_high_disagreement_protection,"Motivation, Guidance & Positive Feedback",en,Biology,4,3,5,4,review_only,0.25,conservative_median,low,False,False,Teacher-human disagreement unresolved; use conservative median with low confidence.,Codex calibration retained the score under unresolved teacher-human disagreement; use this row conservatively.
c5e071f6d3124ab0ca810e095f6bd3a2e30aaa1c,train_high_disagreement_protection,Reasoning Process Rigor,en,Geography,5,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output provides complete, clear, and rigorous reasoning. It correctly identifies the student's answer as incorrect, states the correct answer (False), and provides a thorough explanation including the actual location of the Andes Mountains (South"
14d269a457d72719b99e5eb391ccfc2f2ff29cfe,train_high_disagreement_protection,Instruction Following & Task Completion,en,Public Administration,4,5,4,4,high_weight,2.0,human_deepseek_agreement,high,False,False,Original human score agrees with DeepSeek; Qwen is de-weighted by conflict or lower reliability.,"The evaluator output provides accurate reasoning and follows the core instruction to reason about NPM without directly giving an answer. However, the JSON key is 'reasoning' instead of the specified 'Reasoning Provided', which is a minor format deviation."
abc2aed26c2f3aa3dad2c0bae8c5890218e7d839,train_high_disagreement_protection,Error Identification & Correction Precision,zh,Theoretical Economics,5,4,2,4,review_only,0.25,codex_top80_conservative_median,low,True,False,High-conflict sample inspected in the Codex top-conflict pass; final score uses conservative median and should not be high-weight training data.,"The evaluator output accurately identifies the student's correct core definition and applications, then provides clear, correct, and well-structured improvement suggestions (elasticity types, formula, expanded importance, examples). It locates the main gaps (m"
b5f5531c23b6d373058ae98ec930db68b18daec5,train_high_disagreement_protection,Basic Factual Accuracy,en,English,5,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output correctly identifies C) Happy as the adjective, accurately classifies 'Run' and 'Jump' as verbs, and 'Quickly' as an adverb. All factual elements regarding parts of speech are completely accurate. The personalized feedback correctly explai"
4e8de28f80d08aa71efda1f2d7dee79f9199c882,train_high_disagreement_protection,Reasoning Process Rigor,zh,Basic Medicine,4,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output provides a complete, clear, and rigorous reasoning chain. It correctly identifies that the student's answer (C - hyperpolarization) is wrong, explains that hyperpolarization is indeed a key step in the action potential process occurring af"
